CustomerID,Age,Gender,Region,ContractType,MonthlyCharges,SignupDate
CUST_1419,41.0,Male,Suburban,Prepaid,71.37,2023-05-24
CUST_1420,31.0,Male,Urban,Yearly,56.57,2022-02-19
CUST_1421,49.0,Female,Rural,Monthly,37.53,2019-04-10
CUST_1422,,Male,Suburban,Monthly,51.64,2018-01-10
CUST_1423,60.0,Female,Rural,Monthly,59.95,2022-03-01
CUST_1424,,Male,Rural,Monthly,57.81,2018-11-18
CUST_1425,,Female,Suburban,Prepaid,68.33,2020-10-03
CUST_1426,,Male,Suburban,Prepaid,51.34,2022-10-13
CUST_1427,54.0,Female,Urban,Yearly,61.99,2018-01-31
CUST_1428,38.0,Male,Urban,Prepaid,47.86,2020-10-03
CUST_1429,31.0,Male,Suburban,Prepaid,40.3,2019-03-13
CUST_1430,,Female,Rural,Monthly,32.88,2023-03-29
CUST_1431,65.0,Female,Urban,Prepaid,73.5,2019-10-01
CUST_1432,35.0,Male,Urban,Monthly,27.37,2023-01-07
CUST_1433,24.0,Female,Suburban,Yearly,53.81,2021-09-19
CUST_1434,27.0,Male,Suburban,Yearly,56.14,2018-07-22
CUST_1435,24.0,Female,Suburban,Monthly,35.29,2018-05-13
CUST_1436,50.0,Male,Suburban,Prepaid,63.51,2019-12-01
CUST_1437,40.0,Female,Urban,Yearly,29.74,2021-04-29
CUST_1438,,Male,Urban,Prepaid,41.3,2021-07-08
CUST_1439,36.0,Male,Urban,Prepaid,64.47,2023-03-14
CUST_1440,65.0,Male,Rural,Monthly,30.49,2020-11-11
CUST_1441,36.0,Female,Urban,Monthly,62.25,2023-03-05
CUST_1442,53.0,Male,Urban,Prepaid,66.74,2018-11-27
CUST_1443,,Female,Suburban,Monthly,66.1,2021-02-14
CUST_1444,35.0,Female,Urban,Yearly,55.62,2021-06-26
CUST_1445,19.0,Female,Urban,Prepaid,37.42,2022-03-07
CUST_1446,18.0,Male,Urban,Monthly,35.15,2020-01-15
CUST_1447,,Female,Suburban,Prepaid,42.45,2022-09-29
CUST_1448,,Female,Urban,Monthly,4.02,2022-10-12
CUST_1449,,Female,Urban,Prepaid,50.35,2021-01-15
CUST_1450,28.0,Male,Rural,Monthly,48.27,2021-02-26
CUST_1451,59.0,Female,Rural,Prepaid,51.14,2022-02-21
CUST_1452,19.0,Female,Rural,Yearly,46.4,2023-03-25
CUST_1453,,Female,Rural,Yearly,52.65,2020-07-12
CUST_1454,,Female,Suburban,Yearly,51.19,2022-08-17
CUST_1455,29.0,Male,Rural,Prepaid,28.1,2021-01-07
CUST_1456,,Male,Urban,Prepaid,54.2,2022-11-24
CUST_1457,22.0,Female,Rural,Monthly,49.68,2019-09-05
CUST_1458,,Female,Suburban,Monthly,24.11,2019-08-16
CUST_1459,55.0,Female,Rural,Yearly,63.42,2019-04-06
CUST_1460,47.0,Female,Rural,Monthly,45.53,2019-07-18
CUST_1461,26.0,Male,Suburban,Monthly,59.53,2018-03-09
CUST_1462,51.0,Male,Suburban,Prepaid,49.34,2022-04-03
CUST_1463,61.0,Male,Suburban,Yearly,23.3,2021-09-04
CUST_1464,52.0,Male,Suburban,Prepaid,53.76,2018-09-06
CUST_1465,69.0,Female,Suburban,Prepaid,57.45,2022-05-10
CUST_1466,,Female,Suburban,Yearly,67.56,2023-05-23
CUST_1467,61.0,Male,Urban,Monthly,63.78,2018-01-08
CUST_1468,,Male,Rural,Prepaid,67.97,2020-12-21
CUST_1469,34.0,Female,Rural,Prepaid,61.05,2020-02-12
CUST_1470,27.0,Female,Suburban,Prepaid,42.63,2022-11-19
CUST_1471,,Female,Suburban,Monthly,42.98,2018-07-20
CUST_1472,63.0,Female,Urban,Prepaid,64.83,2020-08-23
CUST_1473,40.0,Female,Urban,Yearly,44.17,2023-01-13
CUST_1474,49.0,Male,Suburban,Prepaid,57.95,2020-01-04
CUST_1475,34.0,Male,Urban,Monthly,75.64,2020-06-08
CUST_1476,67.0,Female,Urban,Prepaid,40.73,2018-03-16
CUST_1477,,Female,Suburban,Prepaid,60.92,2018-03-03
CUST_1478,34.0,Male,Suburban,Monthly,37.95,2021-06-16
CUST_1479,31.0,Female,Suburban,Monthly,58.8,2020-04-01
CUST_1480,,Male,Suburban,Prepaid,74.21,2021-08-27
CUST_1481,57.0,Male,Rural,Monthly,70.08,2022-05-14
CUST_1482,19.0,Male,Rural,Yearly,44.22,2022-08-28
CUST_1483,62.0,Male,Suburban,Prepaid,73.61,2021-12-31
CUST_1484,42.0,Female,Urban,Prepaid,46.63,2021-04-04
CUST_1485,,Female,Suburban,Monthly,84.33,2018-07-06
CUST_1486,26.0,Male,Rural,Monthly,50.49,2019-07-27
CUST_1487,39.0,Female,Urban,Prepaid,59.94,2021-01-28
CUST_1488,60.0,Female,Rural,Prepaid,59.49,2020-05-18
CUST_1489,63.0,Female,Suburban,Monthly,33.59,2020-07-05
CUST_1490,21.0,Female,Rural,Yearly,70.64,2019-05-23
CUST_1491,,Male,Rural,Monthly,53.29,2020-10-12
CUST_1492,,Female,Rural,Prepaid,41.66,2018-05-29
CUST_1493,62.0,Male,Urban,Monthly,38.73,2019-07-07
CUST_1494,51.0,Male,Rural,Prepaid,40.96,2021-08-25
CUST_1495,,Female,Urban,Prepaid,48.85,2018-05-08
CUST_1496,54.0,Male,Suburban,Monthly,33.99,2019-09-04
CUST_1497,28.0,Female,Suburban,Yearly,37.75,2018-06-05
CUST_1498,23.0,Female,Rural,Yearly,24.08,2019-06-02
CUST_1499,35.0,Male,Urban,Prepaid,37.86,2023-06-04
CUST_1500,,Female,Suburban,Monthly,70.47,2018-01-10
CUST_1501,59.0,Male,Urban,Prepaid,68.02,2023-01-06
CUST_1502,,Male,Urban,Prepaid,54.05,2023-06-02
CUST_1503,58.0,Female,Rural,Yearly,81.59,2019-03-15
CUST_1504,55.0,Female,Rural,Yearly,68.22,2019-03-03
CUST_1505,51.0,Female,Urban,Prepaid,56.52,2023-05-11
CUST_1506,,Male,Urban,Prepaid,58.15,2018-08-25
CUST_1507,54.0,Female,Rural,Prepaid,51.33,2018-09-17
CUST_1508,42.0,Male,Urban,Monthly,31.11,2021-02-08
CUST_1509,,Male,Rural,Yearly,46.0,2022-03-14
CUST_1510,29.0,Female,Urban,Prepaid,11.08,2018-10-25
CUST_1511,40.0,Female,Rural,Monthly,33.58,2023-01-24
CUST_1512,59.0,Female,Urban,Prepaid,70.82,2022-07-08
CUST_1513,39.0,Male,Rural,Prepaid,51.16,2019-03-01
CUST_1514,38.0,Female,Urban,Monthly,34.01,2021-10-04
CUST_1515,,Male,Suburban,Yearly,57.91,2019-07-16
CUST_1516,48.0,Female,Suburban,Prepaid,59.07,2022-09-09
CUST_1517,,Female,Urban,Prepaid,73.13,2018-05-26
CUST_1518,,Male,Suburban,Prepaid,76.67,2020-01-14
CUST_1519,,Male,Urban,Monthly,61.72,2023-03-14
CUST_1520,51.0,Female,Urban,Prepaid,27.28,2019-12-12
CUST_1521,29.0,Female,Suburban,Monthly,84.21,2019-07-07
CUST_1522,62.0,Female,Urban,Prepaid,70.3,2019-12-08
CUST_1523,24.0,Female,Rural,Prepaid,62.74,2018-11-16
CUST_1524,,Female,Urban,Monthly,49.75,2019-06-15
CUST_1525,,Male,Urban,Prepaid,26.75,2020-12-05
CUST_1526,34.0,Male,Suburban,Monthly,41.6,2020-11-07
CUST_1527,43.0,Male,Rural,Monthly,49.24,2020-08-09
CUST_1528,,Male,Urban,Yearly,43.99,2021-10-18
CUST_1529,45.0,Female,Urban,Prepaid,66.4,2022-01-11
CUST_1530,63.0,Male,Urban,Monthly,48.85,2018-09-04
CUST_1531,19.0,Male,Urban,Prepaid,38.35,2020-05-27
CUST_1532,,Male,Urban,Yearly,57.51,2022-11-18
CUST_1533,18.0,Female,Urban,Monthly,37.56,2021-02-27
CUST_1534,68.0,Male,Rural,Prepaid,25.52,2020-12-22
CUST_1535,53.0,Female,Rural,Prepaid,57.64,2022-07-11
CUST_1536,68.0,Male,Urban,Yearly,48.91,2021-05-23
CUST_1537,,Female,Urban,Yearly,52.35,2021-07-29
CUST_1538,46.0,Male,Suburban,Yearly,70.64,2021-10-06
CUST_1539,,Female,Rural,Yearly,53.76,2018-11-02
CUST_1540,,Male,Rural,Yearly,58.54,2018-09-27
CUST_1541,,Female,Urban,Monthly,50.26,2018-09-28
CUST_1542,28.0,Female,Rural,Prepaid,310.75,2018-10-04
CUST_1543,53.0,Male,Rural,Prepaid,18.02,2022-06-03
CUST_1544,66.0,Female,Suburban,Monthly,38.38,2023-06-23
CUST_1545,56.0,Female,Suburban,Monthly,44.21,2023-04-26
CUST_1546,,Male,Rural,Monthly,42.81,2021-01-31
CUST_1547,52.0,Male,Rural,Prepaid,38.13,2022-01-29
CUST_1548,51.0,Female,Rural,Monthly,48.77,2020-06-15
CUST_1549,64.0,Male,Urban,Prepaid,47.96,2023-05-05
CUST_1550,,Male,Suburban,Monthly,48.76,2020-05-20
CUST_1551,39.0,Male,Urban,Monthly,53.01,2019-10-10
CUST_1552,22.0,Female,Suburban,Prepaid,57.47,2019-09-29
CUST_1553,50.0,Female,Suburban,Yearly,38.36,2018-08-30
CUST_1554,53.0,Female,Suburban,Monthly,42.16,2022-12-10
CUST_1555,64.0,Female,Rural,Yearly,63.84,2020-01-02
CUST_1556,37.0,Female,Suburban,Prepaid,35.87,2018-03-14
CUST_1557,36.0,Female,Urban,Prepaid,37.88,2021-02-04
CUST_1558,52.0,Female,Suburban,Prepaid,38.41,2018-10-16
CUST_1559,69.0,Male,Urban,Prepaid,47.0,2018-04-25
CUST_1560,,Female,Suburban,Prepaid,64.97,2022-07-27
CUST_1561,,Female,Suburban,Prepaid,57.86,2019-11-12
CUST_1562,62.0,Male,Rural,Yearly,36.91,2022-07-02
CUST_1563,60.0,Male,Urban,Yearly,77.2,2021-05-15
CUST_1564,,Male,Suburban,Yearly,39.57,2018-10-30
CUST_1565,26.0,Female,Suburban,Yearly,25.68,2021-10-18
CUST_1566,43.0,Male,Urban,Monthly,77.36,2022-07-15
CUST_1567,19.0,Female,Suburban,Monthly,37.45,2021-08-29
CUST_1568,26.0,Female,Rural,Prepaid,48.34,2021-07-29
CUST_1569,,Female,Urban,Prepaid,47.99,2021-09-19
CUST_1570,,Male,Rural,Monthly,58.73,2022-03-12
CUST_1571,,Male,Urban,Yearly,22.45,2020-03-13
CUST_1572,18.0,Female,Urban,Monthly,45.49,2022-06-22
CUST_1573,42.0,Female,Urban,Yearly,44.5,2019-07-22
CUST_1574,60.0,Female,Suburban,Prepaid,71.21,2019-04-29
CUST_1575,57.0,Male,Urban,Monthly,41.85,2022-05-09
CUST_1576,59.0,Female,Urban,Monthly,45.19,2022-09-14
CUST_1577,,Male,Urban,Yearly,61.4,2022-07-27
CUST_1578,56.0,Female,Rural,Yearly,57.67,2018-07-05
CUST_1579,52.0,Male,Urban,Monthly,39.14,2018-09-17
CUST_1580,20.0,Female,Suburban,Prepaid,56.43,2018-05-17
CUST_1581,,Male,Urban,Prepaid,38.94,2022-10-14
CUST_1582,54.0,Male,Urban,Prepaid,62.05,2019-06-19
CUST_1583,61.0,Male,Rural,Yearly,47.6,2020-09-08
CUST_1584,61.0,Male,Suburban,Prepaid,31.15,2020-08-21
CUST_1585,68.0,Male,Suburban,Prepaid,17.85,2022-09-23
CUST_1586,47.0,Male,Suburban,Prepaid,44.36,2021-11-18
CUST_1587,55.0,Female,Urban,Yearly,38.24,2021-01-14
CUST_1588,,Female,Urban,Monthly,46.41,2022-03-21
CUST_1589,,Female,Suburban,Monthly,49.26,2020-09-16
CUST_1590,36.0,Female,Suburban,Prepaid,21.29,2021-11-04
CUST_1591,,Male,Rural,Prepaid,39.05,2021-06-02
CUST_1592,61.0,Female,Suburban,Prepaid,48.06,2021-07-06
CUST_1593,,Male,Urban,Yearly,51.5,2021-10-18
CUST_1594,,Male,Urban,Yearly,61.97,2023-02-13
CUST_1595,,Male,Urban,Monthly,64.56,2021-08-18
CUST_1596,66.0,Female,Rural,Prepaid,46.42,2022-01-02
CUST_1597,64.0,Male,Suburban,Yearly,47.78,2018-08-23
CUST_1598,29.0,Female,Urban,Monthly,42.79,2020-03-20
CUST_1599,,Female,Rural,Prepaid,59.84,2019-10-03
CUST_1600,,Female,Rural,Prepaid,44.23,2021-04-28
CUST_1601,36.0,Female,Urban,Monthly,35.5,2020-07-06
CUST_1602,25.0,Female,Rural,Monthly,25.06,2020-09-21
CUST_1603,48.0,Male,Rural,Yearly,35.79,2018-05-12
CUST_1604,38.0,Male,Urban,Yearly,46.01,2019-02-24
CUST_1605,34.0,Female,Rural,Prepaid,64.69,2023-06-14
CUST_1606,,Male,Urban,Monthly,50.68,2019-12-22
CUST_1607,,Female,Urban,Prepaid,51.72,2018-06-19
CUST_1608,33.0,Male,Rural,Monthly,50.05,2019-04-16
CUST_1609,23.0,Male,Urban,Monthly,69.2,2019-04-21
CUST_1610,25.0,Male,Urban,Monthly,57.62,2019-01-21
CUST_1611,42.0,Male,Suburban,Yearly,49.78,2019-04-29
CUST_1612,35.0,Male,Urban,Monthly,41.02,2022-02-27
CUST_1613,,Male,Suburban,Yearly,31.09,2022-05-21
CUST_1614,,Male,Suburban,Prepaid,74.79,2023-01-21
CUST_1615,,Male,Suburban,Prepaid,62.05,2019-03-09
CUST_1616,,Male,Suburban,Monthly,47.1,2019-07-14
CUST_1617,58.0,Male,Rural,Yearly,76.91,2020-03-03
CUST_1618,62.0,Male,Rural,Prepaid,49.89,2019-12-01
CUST_1619,,Male,Urban,Prepaid,37.75,2019-06-02
CUST_1620,64.0,Male,Urban,Monthly,68.32,2020-10-01
CUST_1621,49.0,Female,Urban,Monthly,30.79,2020-12-14
CUST_1622,27.0,Male,Rural,Yearly,43.99,2022-01-28
CUST_1623,,Male,Suburban,Monthly,31.99,2018-11-28
CUST_1624,24.0,Male,Rural,Yearly,38.01,2022-03-16
CUST_1625,,Male,Rural,Monthly,53.0,2021-03-21
CUST_1626,40.0,Male,Urban,Prepaid,55.06,2018-03-13
CUST_1627,43.0,Male,Urban,Monthly,33.47,2021-02-10
CUST_1628,,Female,Urban,Monthly,77.14,2018-11-03
CUST_1629,39.0,Female,Suburban,Yearly,18.66,2018-06-30
CUST_1630,24.0,Female,Suburban,Prepaid,51.94,2023-05-23
CUST_1631,,Male,Rural,Prepaid,52.33,2020-07-14
CUST_1632,32.0,Male,Suburban,Prepaid,53.95,2019-04-22
CUST_1633,24.0,Male,Urban,Monthly,63.19,2023-01-06
CUST_1634,,Female,Suburban,Prepaid,4.26,2022-02-23
CUST_1635,68.0,Male,Suburban,Monthly,38.39,2018-11-10
CUST_1636,,Male,Suburban,Yearly,52.27,2018-08-24
CUST_1637,,Female,Suburban,Monthly,75.55,2021-02-07
CUST_1638,67.0,Female,Urban,Monthly,41.27,2020-01-20
CUST_1639,,Male,Urban,Yearly,47.11,2022-05-15
CUST_1640,46.0,Male,Rural,Monthly,60.88,2018-04-07
CUST_1641,35.0,Male,Rural,Prepaid,31.86,2019-08-31
CUST_1642,48.0,Male,Rural,Prepaid,50.34,2020-06-09
CUST_1643,47.0,Female,Suburban,Monthly,48.42,2020-08-24
CUST_1644,69.0,Male,Suburban,Prepaid,40.86,2018-06-27
CUST_1645,56.0,Male,Urban,Monthly,57.55,2018-10-11
CUST_1646,,Female,Rural,Yearly,82.35,2022-04-21
CUST_1647,35.0,Male,Urban,Monthly,52.61,2022-11-12
CUST_1648,59.0,Male,Rural,Prepaid,16.48,2019-01-24
CUST_1649,56.0,Female,Rural,Prepaid,36.93,2020-05-31
CUST_1650,34.0,Female,Rural,Yearly,72.19,2018-06-05
CUST_1651,31.0,Male,Suburban,Yearly,46.41,2021-03-26
CUST_1652,,Female,Rural,Monthly,32.41,2020-03-21
CUST_1653,41.0,Female,Rural,Prepaid,61.32,2021-12-22
CUST_1654,52.0,Male,Suburban,Monthly,40.42,2018-09-18
CUST_1655,61.0,Female,Rural,Prepaid,50.53,2018-06-29
CUST_1656,62.0,Male,Suburban,Prepaid,33.02,2022-08-18
CUST_1657,51.0,Male,Suburban,Prepaid,43.73,2019-05-21
CUST_1658,20.0,Male,Urban,Monthly,49.55,2018-06-13
CUST_1659,54.0,Male,Suburban,Prepaid,48.49,2018-12-26
CUST_1660,,Female,Suburban,Prepaid,55.62,2018-11-28
CUST_1661,57.0,Male,Suburban,Prepaid,53.02,2020-11-05
CUST_1662,43.0,Male,Rural,Monthly,34.72,2023-01-06
CUST_1663,,Male,Urban,Monthly,75.29,2018-07-25
CUST_1664,61.0,Male,Rural,Prepaid,47.65,2020-10-14
CUST_1665,,Female,Suburban,Yearly,29.74,2022-03-20
CUST_1666,32.0,Female,Suburban,Monthly,16.67,2020-07-06
CUST_1667,66.0,Female,Urban,Prepaid,51.13,2020-01-12
CUST_1668,,Male,Urban,Prepaid,36.11,2022-07-08
CUST_1669,46.0,Female,Suburban,Monthly,58.59,2020-07-20
CUST_1670,39.0,Female,Suburban,Prepaid,50.73,2020-02-04
CUST_1671,42.0,Male,Rural,Prepaid,109.08,2019-07-06
CUST_1672,,Female,Suburban,Monthly,31.09,2019-02-17
CUST_1673,,Male,Rural,Monthly,65.87,2018-10-14
CUST_1674,50.0,Female,Urban,Monthly,33.66,2020-05-20
CUST_1675,,Female,Rural,Monthly,62.46,2022-06-27
CUST_1676,,Female,Suburban,Yearly,71.35,2020-06-24
CUST_1677,59.0,Female,Rural,Prepaid,44.83,2020-04-27
CUST_1678,61.0,Male,Rural,Prepaid,39.06,2020-11-10
CUST_1679,19.0,Male,Urban,Yearly,47.65,2022-08-19
CUST_1680,,Female,Rural,Monthly,38.85,2019-10-14
CUST_1681,59.0,Male,Suburban,Monthly,74.16,2021-05-25
CUST_1682,,Female,Rural,Prepaid,47.04,2018-10-16
CUST_1683,47.0,Female,Rural,Prepaid,56.59,2019-04-10
CUST_1684,30.0,Female,Rural,Prepaid,57.03,2020-01-30
CUST_1685,,Female,Suburban,Monthly,63.38,2021-07-08
CUST_1686,,Female,Rural,Prepaid,43.22,2021-02-02
CUST_1687,,Female,Suburban,Monthly,61.51,2022-10-25
CUST_1688,49.0,Male,Rural,Monthly,69.52,2022-08-26
CUST_1689,52.0,Male,Urban,Prepaid,47.66,2019-08-28
CUST_1690,56.0,Female,Urban,Prepaid,30.01,2020-05-07
CUST_1691,,Male,Urban,Prepaid,70.53,2023-05-16
CUST_1692,69.0,Female,Suburban,Prepaid,52.6,2021-04-12
CUST_1693,46.0,Male,Suburban,Prepaid,50.06,2019-08-31
CUST_1694,66.0,Male,Suburban,Prepaid,60.15,2021-05-09
CUST_1695,46.0,Male,Rural,Monthly,71.44,2019-12-02
CUST_1696,,Female,Suburban,Monthly,46.67,2023-04-22
CUST_1697,,Male,Suburban,Prepaid,68.83,2022-02-27
CUST_1698,61.0,Female,Suburban,Monthly,51.08,2020-02-06
CUST_1699,64.0,Female,Suburban,Yearly,59.36,2018-06-22
CUST_1700,27.0,Female,Urban,Monthly,40.9,2022-10-16
CUST_1701,47.0,Male,Rural,Prepaid,46.19,2022-09-20
CUST_1702,,Male,Urban,Monthly,66.27,2019-04-15
CUST_1703,56.0,Male,Rural,Monthly,20.53,2022-01-05
CUST_1704,,Female,Rural,Yearly,60.51,2022-04-24
CUST_1705,22.0,Female,Urban,Yearly,55.69,2020-01-20
CUST_1706,18.0,Male,Suburban,Prepaid,74.92,2020-09-25
CUST_1707,,Female,Urban,Monthly,65.09,2022-10-28
CUST_1708,66.0,Male,Rural,Yearly,52.65,2019-07-12
CUST_1709,20.0,Male,Rural,Yearly,30.92,2020-12-06
CUST_1710,62.0,Male,Suburban,Monthly,41.29,2022-05-15
CUST_1711,31.0,Male,Urban,Prepaid,46.6,2021-11-21
CUST_1712,,Female,Rural,Prepaid,72.38,2020-10-15
CUST_1713,67.0,Male,Urban,Monthly,62.01,2022-05-14
CUST_1714,21.0,Male,Suburban,Monthly,38.07,2020-12-11
CUST_1715,35.0,Male,Suburban,Yearly,280.2,2021-02-08
CUST_1716,54.0,Male,Rural,Yearly,43.12,2021-09-09
CUST_1717,42.0,Male,Suburban,Prepaid,40.31,2023-06-06
CUST_1718,65.0,Male,Rural,Monthly,59.43,2020-03-21
CUST_1719,18.0,Male,Rural,Prepaid,47.83,2020-05-06
CUST_1720,63.0,Female,Suburban,Monthly,32.54,2023-05-21
CUST_1721,32.0,Female,Suburban,Monthly,62.4,2020-02-08
CUST_1722,,Female,Urban,Prepaid,52.28,2019-11-03
CUST_1723,32.0,Female,Urban,Prepaid,44.5,2018-09-27
CUST_1724,66.0,Male,Rural,Prepaid,72.39,2019-04-04
CUST_1725,41.0,Female,Urban,Prepaid,65.96,2021-05-03
CUST_1726,,Female,Rural,Yearly,51.82,2021-10-29
CUST_1727,,Female,Suburban,Prepaid,24.32,2020-05-08
CUST_1728,,Male,Suburban,Prepaid,66.66,2020-11-18
CUST_1729,54.0,Female,Urban,Prepaid,42.75,2021-09-27
CUST_1730,60.0,Female,Rural,Yearly,47.63,2022-08-30
CUST_1731,23.0,Male,Rural,Prepaid,45.46,2021-02-01
CUST_1732,,Female,Urban,Prepaid,30.57,2018-10-04
CUST_1733,63.0,Male,Rural,Monthly,56.79,2019-04-29
CUST_1734,41.0,Female,Rural,Prepaid,37.36,2022-09-21
CUST_1735,28.0,Male,Suburban,Prepaid,56.01,2019-08-08
CUST_1736,30.0,Female,Rural,Monthly,35.96,2018-06-06
CUST_1737,51.0,Female,Rural,Prepaid,43.18,2018-04-09
CUST_1738,42.0,Female,Rural,Yearly,55.48,2022-10-15
CUST_1739,24.0,Male,Urban,Monthly,51.85,2019-05-01
CUST_1740,69.0,Female,Urban,Monthly,59.33,2021-10-05
CUST_1741,21.0,Male,Urban,Prepaid,60.46,2019-07-17
CUST_1742,,Male,Rural,Yearly,69.98,2020-09-24
CUST_1743,37.0,Male,Rural,Monthly,49.99,2020-09-10
CUST_1744,46.0,Male,Urban,Prepaid,68.1,2020-01-13
CUST_1745,68.0,Female,Urban,Prepaid,45.16,2019-07-06
CUST_1746,,Female,Rural,Monthly,61.67,2021-08-20
CUST_1747,,Female,Rural,Monthly,66.85,2023-02-06
CUST_1748,27.0,Male,Suburban,Yearly,66.8,2021-01-10
CUST_1749,60.0,Female,Urban,Monthly,28.12,2020-12-06
CUST_1750,51.0,Male,Rural,Monthly,2.83,2023-06-12
CUST_1751,43.0,Male,Urban,Prepaid,58.33,2019-07-01
CUST_1752,,Male,Urban,Monthly,50.04,2020-11-15
CUST_1753,66.0,Female,Urban,Yearly,54.21,2022-11-06
CUST_1754,20.0,Female,Suburban,Monthly,51.38,2023-05-25
CUST_1755,23.0,Male,Rural,Prepaid,44.91,2022-11-11
CUST_1756,,Female,Rural,Prepaid,58.59,2021-08-29
CUST_1757,,Female,Urban,Prepaid,55.08,2022-07-25
CUST_1758,64.0,Male,Rural,Monthly,48.43,2021-04-13
CUST_1759,40.0,Male,Suburban,Yearly,50.43,2022-03-11
CUST_1760,66.0,Female,Urban,Prepaid,59.25,2021-09-11
CUST_1761,,Male,Suburban,Prepaid,41.09,2020-03-29
CUST_1762,52.0,Male,Suburban,Monthly,33.32,2018-02-12
CUST_1763,,Female,Rural,Yearly,33.09,2018-03-13
CUST_1764,,Female,Rural,Monthly,42.37,2023-02-01
CUST_1765,59.0,Male,Suburban,Prepaid,72.27,2019-06-30
CUST_1766,52.0,Female,Rural,Prepaid,51.99,2023-03-02
CUST_1767,,Male,Suburban,Monthly,39.81,2019-08-02
CUST_1768,,Male,Suburban,Yearly,53.03,2019-03-29
CUST_1769,34.0,Female,Urban,Prepaid,34.34,2018-07-25
CUST_1770,41.0,Male,Suburban,Monthly,47.21,2019-02-25
CUST_1771,20.0,Male,Suburban,Monthly,43.84,2020-10-05
CUST_1772,49.0,Male,Rural,Monthly,30.15,2018-12-10
CUST_1773,52.0,Female,Urban,Prepaid,66.4,2022-10-21
CUST_1774,55.0,Female,Rural,Yearly,44.35,2019-06-11
CUST_1775,30.0,Female,Urban,Monthly,49.42,2019-06-19
CUST_1776,64.0,Male,Rural,Monthly,60.45,2019-08-16
CUST_1777,42.0,Male,Suburban,Monthly,55.28,2019-01-19
CUST_1778,26.0,Female,Urban,Yearly,51.16,2018-05-26
CUST_1779,21.0,Female,Urban,Monthly,46.43,2018-01-28
CUST_1780,,Female,Urban,Monthly,60.92,2019-05-29
CUST_1781,54.0,Male,Urban,Prepaid,49.89,2018-09-23
CUST_1782,,Female,Rural,Prepaid,52.16,2020-11-09
CUST_1783,,Male,Rural,Prepaid,66.69,2023-01-09
CUST_1784,58.0,Female,Urban,Yearly,67.54,2020-11-05
CUST_1785,20.0,Male,Urban,Yearly,54.03,2022-11-29
CUST_1786,,Male,Urban,Prepaid,51.57,2020-08-20
CUST_1787,,Female,Rural,Prepaid,59.84,2021-06-06
CUST_1788,26.0,Male,Urban,Prepaid,46.23,2019-12-26
CUST_1789,20.0,Female,Urban,Yearly,46.26,2022-05-19
CUST_1790,42.0,Male,Urban,Prepaid,49.06,2020-04-24
CUST_1791,,Male,Rural,Monthly,34.72,2018-07-22
CUST_1792,,Female,Suburban,Yearly,85.44,2020-10-17
CUST_1793,59.0,Male,Suburban,Monthly,44.0,2018-01-03
CUST_1794,26.0,Female,Rural,Yearly,57.01,2020-04-07
CUST_1795,32.0,Female,Suburban,Monthly,49.75,2019-11-02
CUST_1796,57.0,Female,Urban,Monthly,60.32,2018-08-29
CUST_1797,,Male,Urban,Monthly,44.24,2023-05-03
CUST_1798,,Male,Rural,Prepaid,53.25,2021-03-01
CUST_1799,,Male,Rural,Yearly,37.25,2023-01-20
CUST_1800,,Female,Suburban,Monthly,68.21,2020-07-27
CUST_1801,41.0,Female,Suburban,Prepaid,59.92,2022-07-08
CUST_1802,32.0,Male,Urban,Prepaid,28.75,2021-02-26
CUST_1803,,Male,Rural,Prepaid,50.21,2018-02-05
CUST_1804,25.0,Female,Suburban,Monthly,29.14,2018-06-06
CUST_1805,,Male,Suburban,Prepaid,38.01,2022-08-21
CUST_1806,65.0,Female,Urban,Yearly,63.81,2019-08-29
CUST_1807,43.0,Male,Urban,Prepaid,12.71,2018-10-27
CUST_1808,35.0,Female,Urban,Prepaid,65.68,2019-11-09
CUST_1809,23.0,Male,Urban,Monthly,55.68,2020-01-08
CUST_1810,54.0,Male,Suburban,Monthly,244.0,2022-03-26
CUST_1811,,Female,Rural,Yearly,63.17,2022-02-27
CUST_1812,,Female,Rural,Monthly,90.54,2022-07-10
CUST_1813,,Female,Urban,Prepaid,30.06,2018-06-27
CUST_1814,22.0,Male,Urban,Monthly,75.4,2023-02-01
CUST_1815,30.0,Female,Suburban,Prepaid,64.5,2019-11-09
CUST_1816,34.0,Female,Urban,Prepaid,39.43,2021-03-11
CUST_1817,,Male,Rural,Prepaid,57.87,2019-09-17
CUST_1818,57.0,Female,Urban,Monthly,33.32,2019-03-03
CUST_1819,62.0,Female,Rural,Prepaid,42.61,2019-01-12
CUST_1820,,Female,Urban,Prepaid,18.42,2022-03-05
CUST_1821,,Male,Urban,Prepaid,29.77,2019-06-16
CUST_1822,68.0,Male,Rural,Prepaid,55.73,2019-07-03
CUST_1823,20.0,Male,Suburban,Prepaid,57.05,2021-08-05
CUST_1824,,Female,Suburban,Prepaid,56.89,2021-03-26
CUST_1825,51.0,Male,Urban,Prepaid,59.54,2018-06-24
CUST_1826,57.0,Female,Urban,Prepaid,51.78,2019-08-01
CUST_1827,,Female,Rural,Prepaid,60.18,2023-03-17
CUST_1828,,Female,Rural,Yearly,66.1,2019-05-22
CUST_1829,,Male,Urban,Monthly,53.7,2020-10-15
CUST_1830,50.0,Male,Rural,Monthly,217.39999999999998,2018-12-10
CUST_1831,,Female,Suburban,Yearly,47.82,2023-02-19
